index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22,issue
1515,407-1311979-3264324,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-S,Set,S,B09NQ47F17,Cancelled,0,,,FARIDABAD,HARYANA,121004.0,IN,,False,,,null_currency; null_amount; 
1518,405-7767733-4883539,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0098,J0098-TP-XS,Top,XS,B092CZW41L,Cancelled,0,,,ANJUNA Bardez Go,GOA,403509.0,IN,,False,,,null_currency; null_amount; 
1525,407-9868288-0295567,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-L,Set,L,B09NQ4XYV9,Cancelled,0,,,FARIDABAD,HARYANA,121004.0,IN,,False,,,null_currency; null_amount; 
1528,408-4896428-3016310,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0343,J0343-DR-L,Western Dress,L,B098P4234P,Cancelled,0,,,NOIDA,UTTAR PRADESH,201303.0,IN,,False,,,null_currency; null_amount; 
1551,403-4036039-6253116,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-M,kurta,M,B082W8F8P3,Cancelled,0,,,GUWAHATI,ASSAM,781011.0,IN,,False,,,null_currency; null_amount; 
1580,407-8988506-2665963,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-S,Set,S,B08XQ98B2Q,Cancelled,0,,,TRAL,JAMMU & KASHMIR,192123.0,IN,,False,,,null_currency; null_amount; 
1612,402-9962768-1351548,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-XXL,Set,XXL,B08XNGQCGM,Cancelled,0,,,MEDINIPUR,WEST BENGAL,721101.0,IN,,False,,,null_currency; null_amount; 
1613,406-1999740-8230727,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0126,J0126-SKD-L,Set,L,B08TZD5W7J,Cancelled,0,,,BHAGALPUR,BIHAR,812001.0,IN,,False,,,null_currency; null_amount; 
1615,405-7790745-1369118,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3518,JNE3518-KR-M,kurta,M,B08XW581QN,Cancelled,0,,,RISHIKESH,UTTARAKHAND,249201.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
1617,408-5709501-1529125,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET397,SET397-KR-NP-XXXL,Set,3XL,B09RKDPH6J,Cancelled,0,,,BHILAI,CHHATTISGARH,490006.0,IN,,False,,,null_currency; null_amount; 
1642,405-6753440-6181923,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3581,JNE3581-KR-M,kurta,M,B0981312JV,Cancelled,0,,,RISHIKESH,UTTARAKHAND,249201.0,IN,,False,,,null_currency; null_amount; 
1643,405-0598775-3586762,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3518,JNE3518-KR-M,kurta,M,B08XW581QN,,0,,,RISHIKESH,UTTARAKHAND,249201.0,IN,,False,Easy Ship,,null_currency; null_amount; 
1657,403-2943527-9844327,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-XXXL,Set,3XL,B09HMWRQP1,Cancelled,0,,,CHANDIGARH,CHANDIGARH,160030.0,IN,,False,,,null_currency; null_amount; 
1658,405-7165029-6882709,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Cancelled,0,,,MUMBAI,MAHARASHTRA,400025.0,IN,,False,,,null_currency; null_amount; 
1664,402-5600672-9096358,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-S,kurta,S,B091QB6SSN,Cancelled,0,,,HYDERABAD,TELANGANA,500015.0,IN,,False,,,null_currency; null_amount; 
1671,408-1801721-0061100,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET339,SET339-KR-NP-XXL,Set,XXL,B09RSX8B8D,Cancelled,0,,,Haldwani,UTTARAKHAND,263139.0,IN,,False,,,null_currency; null_amount; 
1681,405-4426956-2638704,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3518,JNE3518-KR-M,kurta,M,B08XW581QN,Cancelled,0,,,RISHIKESH,UTTARAKHAND,249201.0,IN,,False,,,null_currency; null_amount; 
1682,405-4426956-2638704,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-M,kurta,M,B08BFV1DVW,Cancelled,0,,,RISHIKESH,UTTARAKHAND,249201.0,IN,,False,,,null_currency; null_amount; 
1683,405-0904589-0449938,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE2086,JNE2086-KR-389-L,kurta,L,B0793R98X2,,0,,,RISHIKESH,UTTARAKHAND,249201.0,IN,,False,Easy Ship,,null_currency; null_amount; 
1694,408-4858328-8941104,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Cancelled,0,,,MORADABAD,UTTAR PRADESH,244001.0,IN,,False,,,null_currency; null_amount; 
1695,407-8910545-4029964,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0338,J0338-DR-XL,Western Dress,XL,B09831MSSX,Cancelled,0,,,NOIDA,UTTAR PRADESH,201304.0,IN,,False,,,null_currency; null_amount; 
1722,404-1878228-2086766,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3422,JNE3422-KR-XL,kurta,XL,B081X43MWL,Cancelled,0,,,KHARAGPUR,WEST BENGAL,721126.0,IN,,False,,,null_currency; null_amount; 
1723,407-0693936-4927507,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XXXL,Western Dress,3XL,B09SDY4VDC,,0,,,ALLAHABAD,UTTAR PRADESH,211002.0,IN,,False,Easy Ship,,null_currency; null_amount; 
1725,404-7100189-6173140,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XXL,Set,XXL,B08XQ8MJZG,Cancelled,0,,,joshi road karol bagh new Delhi,Delhi,110005.0,IN,,False,,,null_currency; null_amount; 
1748,404-3392472-8443503,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,Cancelled,0,,,MARGAO,GOA,403709.0,IN,,False,,,null_currency; null_amount; 
1764,403-6017656-0910755,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-XL,Set,XL,B09RKFRBJB,Cancelled,0,,,NEW DELHI,DELHI,110095.0,IN,,False,,,null_currency; null_amount; 
1773,403-5152956-3093925,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-XL,Set,XL,B09RKFRBJB,Cancelled,0,,,NEW DELHI,DELHI,110095.0,IN,,False,,,null_currency; null_amount; 
1790,404-5051575-0289923,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3562,JNE3562-KR-XXL,kurta,XXL,B08MYTBNPH,Cancelled,0,,,JAIPUR,RAJASTHAN,302019.0,IN,,False,,,null_currency; null_amount; 
1795,405-2708413-4759526,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET328,SET328-KR-NP-L,Set,L,B09K3DV6Q9,Cancelled,0,,,Patna,BIHAR,800001.0,IN,,False,,,null_currency; null_amount; 
1800,403-0748084-7987510,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XL,Set,XL,B09RPQV7SV,Cancelled,0,,,MERTA CITY,RAJASTHAN,341510.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
1817,402-2178448-3483529,04-29-22,Cancelled,Merchant,Amazon.in,Standard,SET386,SET386-KR-NP-S,Set,S,B09K3YFPSS,,0,,,SIWAN,BIHAR,841226.0,IN,,False,Easy Ship,,null_currency; null_amount; 
1819,404-2076743-4967514,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-L,Set,L,B08MXF6MZF,Cancelled,0,,,NEW DELHI,DELHI,110016.0,IN,,False,,,null_currency; null_amount; 
1820,408-5438679-8754703,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3562,JNE3562-KR-XXL,kurta,XXL,B08MYTBNPH,Cancelled,0,,,JAIPUR,RAJASTHAN,302019.0,IN,,False,,,null_currency; null_amount; 
1825,408-0122174-0964317,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3562,JNE3562-KR-XXL,kurta,XXL,B08MYTBNPH,Cancelled,0,,,JAIPUR,RAJASTHAN,302019.0,IN,,False,,,null_currency; null_amount; 
1829,402-3348716-6804357,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Cancelled,0,,,MUMBAI,MAHARASHTRA,400101.0,IN,,False,,,null_currency; null_amount; 
1856,402-3638227-2604358,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XL,Set,XL,B09RPQV7SV,Cancelled,0,,,DEHRADUN,UTTARAKHAND,248001.0,IN,,False,,,null_currency; null_amount; 
1861,403-0802771-4781900,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-S,Set,S,B0822T2BM8,Cancelled,0,,,PONDA,GOA,403401.0,IN,,False,,,null_currency; null_amount; 
1868,406-2932330-3321959,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-S,Set,S,B0822T2BM8,Cancelled,0,,,CHIRAWA,RAJASTHAN,333026.0,IN,,False,,,null_currency; null_amount; 
1871,404-0566904-4825137,04-29-22,Shipped,Amazon,Amazon.in,Expedited,J0301,J0301-TP-L,Top,L,B099S6795L,Shipped,1,INR,493.0,,,,,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_ship_country; 
1872,404-0566904-4825137,04-29-22,Shipped,Amazon,Amazon.in,Expedited,JNE3697,JNE3697-KR-L,kurta,L,B09811Y7WM,Shipped,1,INR,458.0,,,,,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_ship_country; 
1883,408-5610675-3253169,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-S,kurta,S,B08KRYGJD1,Cancelled,0,,,MYSURU,KARNATAKA,570007.0,IN,,False,,,null_currency; null_amount; 
1893,408-0812844-7818700,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-XXXL,kurta,3XL,B082W7Y2KY,Cancelled,0,,,BENGALURU,KARNATAKA,560077.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
1901,171-7790064-8858769,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET366,SET366-KR-NP-XXL,Set,XXL,B09QJMSLD1,Cancelled,0,,,AHMEDABAD,Gujarat,380059.0,IN,,False,,,null_currency; null_amount; 
1913,404-1999660-0618712,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0012,J0012-SKD-L,Set,L,B0894XGSH9,Cancelled,0,,,Chidambaram,TAMIL NADU,608001.0,IN,,False,,,null_currency; null_amount; 
1931,403-3361011-2239566,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-S,Set,S,B09NQ4CZ65,Cancelled,0,,,Mumbai,MAHARASHTRA,400066.0,IN,,False,,,null_currency; null_amount; 
1945,405-4044672-8392353,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3261,JNE3261-KR-XXL,kurta,XXL,B07R5WHLJD,Cancelled,0,,,GOBARDANGA,WEST BENGAL,743252.0,IN,,False,,,null_currency; null_amount; 
1958,404-8438791-6591543,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-XXL,Set,XXL,B08MXBX6B7,Cancelled,0,,,MUMBAI,MAHARASHTRA,400078.0,IN,,False,,,null_currency; null_amount; 
1971,405-8333526-2323538,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-L,kurta,L,B08KS2BPL8,Cancelled,0,,,DEOGHAR,JHARKHAND,815383.0,IN,,False,,,null_currency; null_amount; 
1972,405-7734086-8665151,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,Cancelled,0,,,BENGALURU,KARNATAKA,560077.0,IN,,False,,,null_currency; null_amount; 
1973,406-8149939-2130752,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,Cancelled,0,,,RAJAHMUNDRY,ANDHRA PRADESH,533101.0,IN,,False,,,null_currency; null_amount; 
1989,171-9673855-2321133,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET232,SET232-KR-PP-S,Set,S,B08MYV5CHK,Cancelled,0,,,DHARUHERA,HARYANA,123106.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
1993,403-3174804-7240347,04-29-22,Cancelled,Merchant,Amazon.in,Standard,SET267,SET267-KR-NP-XL,Set,XL,B09BQGNYP6,,0,,,NAVI MUMBAI,MAHARASHTRA,410209.0,IN,,False,Easy Ship,,null_currency; null_amount; 
1997,402-8796273-3245106,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0095,J0095-SET-M,Set,M,B08CMRV8D1,Cancelled,0,,,DELHI,DELHI,110096.0,IN,,False,,,null_currency; null_amount; 
2027,408-2942223-3018726,04-29-22,Cancelled,Amazon,Amazon.in,Standard,JNE3724,JNE3724-KR-XXL,kurta,XXL,B09811LWPN,Cancelled,0,,,DHULE,MAHARASHTRA,424002.0,IN,,False,,,null_currency; null_amount; 
2033,405-9044361-2693132,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0341,J0341-DR-S,Western Dress,S,B099NR7612,Cancelled,0,,,VISAKHAPATNAM,ANDHRA PRADESH,530011.0,IN,,False,,,null_currency; null_amount; 
2034,404-8913256-9996304,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3697,JNE3697-KR-L,kurta,L,B09811Y7WM,Cancelled,0,,,BENGALURU,KARNATAKA,560068.0,IN,,False,,,null_currency; null_amount; 
2035,403-5262500-3905110,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-S,Set,S,B08XNJ19QH,Cancelled,0,,,KHURJA,UTTAR PRADESH,203131.0,IN,,False,,,null_currency; null_amount; 
2053,406-3174458-1341148,04-29-22,Cancelled,Merchant,Amazon.in,Standard,J0385,J0385-KR-XXXL,kurta,3XL,B09YYMFZBM,,0,,,UDAIPUR,RAJASTHAN,313001.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2058,406-2782901-2134745,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET322,SET322-KR-SHA-L,Set,L,B09RKD22W2,Cancelled,0,,,NOIDA,UTTAR PRADESH,201301.0,IN,,False,,,null_currency; null_amount; 
2069,408-8882842-2109960,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-M,kurta,M,B081XDBBSH,Cancelled,0,,,COIMBATORE,TAMIL NADU,641009.0,IN,,False,,,null_currency; null_amount; 
2086,403-5086816-7338754,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-S,Set,S,B09RKDJ9SQ,Cancelled,0,,,NEW DELHI,DELHI,110016.0,IN,,False,,,null_currency; null_amount; 
2100,407-6192870-8293127,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXXL,kurta,3XL,B0828PD16L,Cancelled,0,,,CHERANALLUR,KERALA,682023.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
2101,405-6658323-9641119,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-L,Set,L,B09RKDW3QG,Cancelled,0,,,Thane,MAHARASHTRA,421204.0,IN,,False,,,null_currency; null_amount; 
2133,406-7680753-4797147,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0401,J0401-DR-XL,Western Dress,XL,B09SDZW3GY,Cancelled,0,,,MUMBAI,MAHARASHTRA,400006.0,IN,,False,,,null_currency; null_amount; 
2150,403-6895413-5606751,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3727,JNE3727-KR-XXL,kurta,XXL,B09K3XLB6S,Cancelled,0,,,Mecheda,WEST BENGAL,721137.0,IN,,False,,,null_currency; null_amount; 
2169,403-5857689-3532303,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET267,SET267-KR-NP-XXL,Set,XXL,B09BQFKTLT,Cancelled,0,,,PUDUCHERRY,PUDUCHERRY,605001.0,IN,,False,,,null_currency; null_amount; 
2195,171-7759791-4183521,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET385,SET385-KR-NP-M,Set,M,B09K3V84KC,Cancelled,0,,,SONIPAT,HARYANA,131001.0,IN,,False,,,null_currency; null_amount; 
2201,408-1525442-6252335,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3784,JNE3784-KR-XS,kurta,XS,B09K3X66GN,,0,,,NOIDA,UTTAR PRADESH,201301.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2203,402-7404364-7825927,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET269,SET269-KR-NP-XXL,Set,XXL,B0983GKG7G,Cancelled,0,,,NEW TOWN,WEST BENGAL,700156.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
2204,402-7304109-3469944,04-29-22,Cancelled,Merchant,Amazon.in,Standard,SET375,SET375-KR-NP-XXL,Set,XXL,B09RKDDLL2,,0,,,NEW TOWN,WEST BENGAL,700156.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2221,171-0853416-8442754,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Cancelled,0,,,NEW DELHI,DELHI,110085.0,IN,,False,,,null_currency; null_amount; 
2230,408-2270446-9905109,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-L,kurta,L,B09811Y7WM,,0,,,SATHUPALLY,TELANGANA,507303.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2232,402-0688231-1653124,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XL,kurta,XL,B099FDMD6T,Cancelled,0,,,GURUGRAM,HARYANA,122002.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
2248,408-3345680-3780344,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET279,SET279-LC-S,Set,S,B09CT6L67S,Cancelled,0,,,NEW DELHI,DELHI,110058.0,IN,,False,,,null_currency; null_amount; 
2267,406-2079098-8789933,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3160,JNE3160-KR-G-XL,kurta,XL,B07K4C1KTB,Cancelled,0,,,ASANSOL,WEST BENGAL,713303.0,IN,,False,,,null_currency; null_amount; 
2286,171-3696524-5536358,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0097,J0097-KR-XXXL,kurta,3XL,B08BJRMLZC,Cancelled,0,,,GIRIDIH,JHARKHAND,815301.0,IN,,False,,,null_currency; null_amount; 
2309,406-9446954-7062714,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3603,JNE3603-KR-XXL,kurta,XXL,B08RYNBTRN,,0,,,HYDERABAD,TELANGANA,500001.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2310,406-7321631-8224320,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3740,JNE3740-KR-XXXL,kurta,3XL,B099FB3WLM,Cancelled,0,,,HYDERABAD,TELANGANA,500001.0,IN,,False,,,null_currency; null_amount; 
2328,405-4144703-2222723,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-XL,Western Dress,XL,B09SDXG1CP,,0,,,HYDERABAD,TELANGANA,502032.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2347,405-3416487-9394707,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-XL,Western Dress,XL,B09SDXG1CP,,0,,,HYDERABAD,TELANGANA,502032.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2363,402-8277187-0355525,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET349,SET349-KR-NP-XL,Set,XL,B09QJ4RWZG,Cancelled,0,,,JODHPUR,RAJASTHAN,342026.0,IN,,False,,,null_currency; null_amount; 
2380,407-6923106-9409118,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET293,SET293-KR-NP-XXL,Set,XXL,B09K3QVXBS,Cancelled,0,,,MOHALI,PUNJAB,160059.0,IN,,False,,,null_currency; null_amount; 
2403,407-8643613-5901912,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2307,JNE2307-KR-572-M,kurta,M,B07JKQ3CGF,Cancelled,0,,,CHENNAI,TAMIL NADU,600011.0,IN,,False,,,null_currency; null_amount; 
2424,404-7478762-7926753,04-29-22,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-S,Set,S,B09NQ47F17,Cancelled,0,,,Gangapur city,Rajshthan,322201.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
2436,407-1761332-6614705,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3627,JNE3627-KR-L,kurta,L,B08W1SP4PR,Cancelled,0,,,Hailakandi,ASSAM,788151.0,IN,,False,,,null_currency; null_amount; 
2448,403-5956907-4669142,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET269,SET269-KR-NP-L,Set,L,B0983D9C65,Cancelled,0,,,BENGALURU,KARNATAKA,560056.0,IN,,False,,,null_currency; null_amount; 
2458,404-1025822-7210730,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3752,JNE3752-KR-M,kurta,M,B09K3WC7DN,,0,,,JAUNPUR,UTTAR PRADESH,222001.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2482,407-6606392-6949123,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3637,JNE3637-KR-M,kurta,M,B099FDV82Y,Cancelled,0,,,SUPAUL,BIHAR,852131.0,IN,,False,,,null_currency; null_amount; 
2484,402-7757004-9627552,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0341,J0341-DR-XXXL,Western Dress,3XL,B099NSQP4Z,Cancelled,0,,,SECUNDERABAD,TELANGANA,500061.0,IN,,False,,,null_currency; null_amount; 
2490,408-4473377-8450703,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-S,Set,S,B08XQ98B2Q,Cancelled,0,,,HYDERABAD,TELANGANA,500043.0,IN,,False,,,null_currency; null_amount; 
2497,405-7893412-3249927,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2270,JNE2270-KR-487-A-XL,kurta,XL,B07H7F6SKC,Cancelled,0,,,LUDHIANA,PUNJAB,141001.0,IN,,False,,,null_currency; null_amount; 
2500,404-2034900-8515539,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET322,SET322-KR-SHA-M,Set,M,B09RKDCHPH,Cancelled,0,,,JABALPUR,MADHYA PRADESH,482005.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
2503,408-0360767-5017112,04-29-22,Cancelled,Merchant,Amazon.in,Standard,J0095,J0095-SET-XL,Set,XL,B08CMN1K86,,0,,,TEZPUR,ASSAM,784001.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2506,405-6812146-8592310,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0203,J0203-TP-XXXL,Top,3XL,B0965L3YCM,Cancelled,0,,,VADODARA,Gujarat,390025.0,IN,,False,,,null_currency; null_amount; 
2519,408-9619101-1318767,04-29-22,Cancelled,Amazon,Amazon.in,Standard,MEN5021,MEN5021-KR-L,kurta,L,B08YYZNNWM,Cancelled,0,,,NEW DELHI,DELHI,110003.0,IN,,False,,,null_currency; null_amount; 
2537,405-6398123-6805933,04-29-22,Cancelled,Merchant,Amazon.in,Standard,J0237,J0237-SKD-L,Set,L,B08YNCXZ9M,,0,,,GWALIOR,MADHYA PRADESH,474009.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2542,405-2877745-2280346,04-29-22,Cancelled,Merchant,Amazon.in,Standard,J0237,J0237-SKD-L,Set,L,B08YNCXZ9M,,0,,,MUMBAI,MAHARASHTRA,400093.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2553,408-3597459-8072314,04-29-22,Cancelled,Merchant,Amazon.in,Standard,J0333,J0333-DR-XL,Western Dress,XL,B09832B571,,0,,,HYDERABAD,TELANGANA,500097.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2572,407-7528214-3230713,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,Cancelled,0,,,FARIDABAD,HARYANA,121002.0,IN,,False,,,null_currency; null_amount; 
2576,408-8401373-4091541,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3068,JNE3068-KR-A-XXL,kurta,XXL,B07H7DD9D5,,0,,,NEW DELHI,DELHI,110031.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2586,402-8872106-5769942,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XL,Set,XL,B09RPQV7SV,Cancelled,0,,,HYDERABAD,TELANGANA,500049.0,IN,,False,,,null_currency; null_amount; 
2606,406-5373093-8391536,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5032,MEN5032-KR-XL,kurta,XL,B08YZ1H4TG,Cancelled,0,,,GHAZIABAD,UTTAR PRADESH,201012.0,IN,,False,,,null_currency; null_amount; 
2637,403-7265677-3982713,04-29-22,Cancelled,Merchant,Amazon.in,Standard,MEN5021,MEN5021-KR-XL,kurta,XL,B08YYVLZVH,,0,,,PUNE,MAHARASHTRA,412207.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2664,406-5829700-2455561,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-M,Top,M,B08ZHSXP1S,Cancelled,0,,,VADODARA,Gujarat,391740.0,IN,,False,,,null_currency; null_amount; 
2676,405-6584467-0753966,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-M,Set,M,B08XQ8R6GW,Cancelled,0,,,BENGALURU,KARNATAKA,560067.0,IN,,False,,,null_currency; null_amount; 
2689,405-0578442-2901146,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3546,JNE3546-KR-M,kurta,M,B08HK4W6YT,Cancelled,0,,,JAMMU,JAMMU & KASHMIR,180001.0,IN,,False,,,null_currency; null_amount; 
2711,403-4042666-2601108,04-29-22,Cancelled,Merchant,Amazon.in,Standard,MEN5021,MEN5021-KR-XL,kurta,XL,B08YYVLZVH,,0,,,PUNE,MAHARASHTRA,412207.0,IN,,False,Easy Ship,,null_currency; null_amount; 
2750,403-4911240-1824344,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0339,J0339-DR-L,Western Dress,L,B098315N2Z,Cancelled,0,,,NEW DELHI,DELHI,110046.0,IN,,False,,,null_currency; null_amount; 
